row,column,plate,rep,NaCl,centroid_r,centroid_c,area,perimeter,major_axis_length,minor_axis_length,eccentricity,equiv_diameter,mean_intensity,solidity,convex_area,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc,strain
c,6,2,1,0.5,291.86288210000004,731.7537118,1145.0,125.05382390000001,40.21214981,36.27363077,0.43161798700000004,38.18192345,32316.628819999998,0.979469632,1169.0,274.0,712.0,311.0,753.0,SS-B383
c,6,2,1,0.0,331.20702400000005,760.7402957,2164.0,170.2670273,53.99385269,51.03716077,0.32637546100000003,52.49085992,26034.32532,0.988127854,2190.0,306.0,734.0,357.0,788.0,SS-B383
c,6,2,2,0.5,316.84322030000004,762.1305085,1180.0,126.22539669999999,40.72296889,36.91746784,0.42209526,38.76109729,31525.61102,0.979253112,1205.0,299.0,742.0,336.0,783.0,SS-B383
c,6,2,2,0.0,325.9782313,786.2036281000001,2205.0,172.85281369999998,55.85554903,50.27397058,0.43574287100000003,52.98578296,26074.429930000002,0.9870188,2234.0,301.0,759.0,352.0,814.0,SS-B383
c,6,2,0,1.0,,,,,,,,,,,,,,,,SS-B383
c,6,2,1,1.0,280.8540373,754.8338509,644.0,96.87005769,34.12787979,24.89323106,0.684076343,28.63505311,52227.26087,0.98470948,654.0,265.0,745.0,298.0,768.0,SS-B383
c,6,2,2,1.0,287.4238579,753.9771574,788.0,101.74011540000001,32.62543723,30.76268322,0.333062203,31.67511265,55234.145939999995,0.9825436409999999,802.0,272.0,738.0,303.0,771.0,SS-B383
c,5,2,0,0.5,326.71929819999997,862.3004386,912.0,112.81118319999999,34.55402311,33.66578015,0.225279929,34.07630357,34583.210530000004,0.9691817220000001,941.0,310.0,845.0,345.0,880.0,SS-B382
c,5,2,0,0.0,331.34362930000003,865.1703668,2072.0,167.4386002,51.89096822,50.85486177,0.198834855,51.36294712,25731.63851,0.9838556509999999,2106.0,306.0,840.0,358.0,891.0,SS-B382
c,5,2,1,0.5,293.8976793,841.2478902999999,948.0,114.81118319999999,35.0356499,34.54065969,0.167501546,34.74235295,35344.46308,0.970317298,977.0,276.0,824.0,312.0,859.0,SS-B382
c,5,2,1,0.0,332.9671126,870.3500557,1794.0,155.7817459,48.89742533,46.73118993,0.29434778100000003,47.79321859,26231.66165,0.984092156,1823.0,309.0,847.0,358.0,894.0,SS-B382
c,5,2,2,0.5,317.5739042,871.2110092,981.0,114.81118319999999,35.60840436,35.11670013,0.165609885,35.34187309,34018.477060000005,0.978065803,1003.0,300.0,854.0,336.0,890.0,SS-B382
c,5,2,2,0.0,327.02467110000003,894.9539474,1824.0,157.7817459,48.61280858,47.80246575,0.18182626,48.19117066,26393.115130000002,0.980645161,1860.0,304.0,871.0,352.0,920.0,SS-B382
c,5,2,0,1.0,,,,,,,,,,,,,,,,SS-B382
c,5,2,1,1.0,,,,,,,,,,,,,,,,SS-B382
c,5,2,2,1.0,290.0594262,861.4713115000001,488.0,103.53300859999999,30.27475809,23.15858739,0.64409315,24.92671053,54908.944670000004,0.82852292,589.0,277.0,849.0,304.0,878.0,SS-B382
c,4,2,0,0.5,325.6296296,968.752381,945.0,111.9827561,34.87770536,34.50207412,0.146369101,34.68733731,30582.540739999997,0.980290456,964.0,309.0,952.0,344.0,987.0,SS-B356
c,4,2,0,0.0,330.7636902,971.677849,2027.0,164.85281369999998,51.00544026,50.60548647,0.12498520699999999,50.80213142,25607.8663,0.989263055,2049.0,306.0,947.0,357.0,998.0,SS-B356
c,4,2,1,0.5,292.57243460000007,948.5734405999999,994.0,114.81118319999999,35.70901239,35.45501886,0.119059421,35.57527382,31130.984910000003,0.983184965,1011.0,275.0,931.0,311.0,967.0,SS-B356
c,4,2,1,0.0,331.0836402,977.6338768999999,1901.0,159.4386002,49.48912054,48.91762768,0.15153331,49.19784929,25876.60757,0.988045738,1924.0,307.0,953.0,356.0,1003.0,SS-B356
c,4,2,2,0.5,317.7189744,978.5969231,975.0,113.9827561,35.65917967,34.82194664,0.21542110399999997,35.2336282,30965.85538,0.983854692,991.0,301.0,961.0,336.0,997.0,SS-B356
c,4,2,2,0.0,323.9868035,1001.1339199999999,2046.0,165.6812409,52.48027648,49.6502927,0.32394683,51.03967191,25651.269790000002,0.989840348,2067.0,299.0,976.0,350.0,1028.0,SS-B356
c,4,2,0,1.0,278.2068966,960.5743534,928.0,109.9827561,35.54909439,33.25562824,0.353367618,34.37391886,32342.0194,0.98618491,941.0,261.0,944.0,296.0,978.0,SS-B356
c,4,2,1,1.0,282.8752688,968.4827957,930.0,111.3969696,34.64047393,34.19009212,0.160730119,34.41093978,34226.78817,0.982048574,947.0,266.0,952.0,301.0,987.0,SS-B356
c,4,2,2,1.0,290.0715137,971.6591179999999,839.0,105.74011540000001,33.00679368,32.37216979,0.195152395,32.68406306,37107.18236,0.9789964990000001,857.0,274.0,956.0,307.0,989.0,SS-B356
c,3,2,0,0.5,325.0442177,1072.37415,882.0,112.22539669999999,35.0346328,32.21807093,0.39284113,33.51115155,39725.995460000006,0.966046002,913.0,308.0,1055.0,343.0,1090.0,SS-B354
c,3,2,0,0.0,330.6861378,1075.750654,2294.0,176.509668,56.27521639,51.93820408,0.38496275700000004,54.04453271,26283.312990000002,0.9862424759999999,2326.0,304.0,1050.0,359.0,1104.0,SS-B354
c,3,2,1,0.5,293.8752515,1050.839034,994.0,116.5685425,37.27521705,34.04523076,0.407180704,35.57527382,39203.97384,0.9735553379999999,1021.0,277.0,1033.0,312.0,1070.0,SS-B354
c,3,2,1,0.0,333.45843460000003,1080.998055,2057.0,168.2670273,52.88205735,49.56578522,0.348552455,51.17669141,26826.0666,0.9809251309999999,2097.0,308.0,1056.0,361.0,1107.0,SS-B354
c,3,2,2,0.5,318.0042105,1082.018947,950.0,116.4680374,36.79505323,32.95093847,0.44500855799999994,34.77898169,38711.73263,0.965447154,984.0,300.0,1065.0,337.0,1101.0,SS-B354
c,3,2,2,0.0,326.8134293,1105.615348,2085.0,169.9238816,52.45413296,50.6897401,0.25718145600000003,51.52382411,26721.70456,0.980714958,2126.0,301.0,1079.0,353.0,1133.0,SS-B354
c,3,2,0,1.0,277.2776413,1060.724816,407.0,104.2253967,29.47577731,20.81216835,0.7081350670000001,22.76419326,52049.71499,0.7857142859999999,518.0,264.0,1048.0,291.0,1076.0,SS-B354
c,3,2,1,1.0,,,,,,,,,,,,,,,,SS-B354
c,3,2,2,1.0,,,,,,,,,,,,,,,,SS-B354
c,2,2,0,0.5,319.4162586,1178.8619,1021.0,116.22539669999999,36.43844133,35.68497108,0.202307227,36.05520178,31862.1381,0.98647343,1035.0,302.0,1161.0,338.0,1198.0,SS-B350
c,2,2,0,0.0,326.4590561,1183.3783779999999,2479.0,182.509668,56.4578088,55.90736566,0.139299025,56.18149901,26194.31989,0.9884370020000001,2508.0,299.0,1156.0,355.0,1212.0,SS-B350
c,2,2,1,0.5,290.2005396,1158.1843529999999,1112.0,121.63961029999999,39.14447635,36.17967362,0.381763614,37.62768095,31506.93885,0.9840707959999999,1130.0,272.0,1139.0,309.0,1178.0,SS-B350
c,2,2,1,0.0,329.13387860000006,1187.5226,2323.0,177.0954544,54.65086347,54.12410417,0.138507586,54.38506654,26521.55532,0.987250319,2353.0,302.0,1161.0,357.0,1215.0,SS-B350
c,2,2,2,0.5,314.08905380000004,1188.5259740000001,1078.0,119.63961029999999,37.86224177,36.26839468,0.287088546,37.047971999999994,31341.75603,0.982680036,1097.0,296.0,1170.0,333.0,1208.0,SS-B350
c,2,2,2,0.0,322.2422231,1213.326421,2411.0,180.7523087,57.33342568,53.55375767,0.35707513700000004,55.40560028,26496.31978,0.986497545,2444.0,295.0,1186.0,351.0,1242.0,SS-B350
c,2,2,0,1.0,273.2690909,1171.82303,825.0,104.3259018,32.82121013,32.00716822,0.22133565,32.41022407,50563.43273,0.98097503,841.0,258.0,1156.0,290.0,1189.0,SS-B350
c,2,2,1,1.0,279.3434836,1178.898904,821.0,104.3259018,32.41650101,32.26173593,0.09759991400000001,32.33155836,51913.65286,0.9797136040000001,838.0,264.0,1163.0,296.0,1196.0,SS-B350
c,2,2,2,1.0,289.49770639999997,1177.077982,436.0,92.66904756,28.64259015,20.07737476,0.713198365,23.56124873,55315.87615,0.925690021,471.0,277.0,1166.0,303.0,1188.0,SS-B350
d,11,2,0,0.5,435.8096774,226.5344086,930.0,110.5685425,34.59724138,34.22905318,0.145502568,34.41093978,32022.273119999998,0.9841269840000001,945.0,419.0,210.0,454.0,244.0,SS-C271
d,11,2,0,0.0,439.18482580000006,227.798412,2267.0,175.0954544,53.91539992,53.53944263,0.11788795099999999,53.72554372,25437.68681,0.9873693379999999,2296.0,413.0,201.0,467.0,255.0,SS-C271
d,11,2,1,0.5,398.88755019999996,203.94979919999997,996.0,115.3969696,36.32706013,34.91822997,0.275789131,35.61104585,32123.873489999998,0.9803149609999999,1016.0,382.0,186.0,417.0,223.0,SS-C271
d,11,2,1,0.0,438.4240039,233.7053615,2033.0,166.2670273,51.17011738,50.59138667,0.149973183,50.87726402,25673.80718,0.985935984,2062.0,413.0,209.0,465.0,260.0,SS-C271
d,11,2,2,0.5,426.31465089999995,234.2694199,1017.0,116.5685425,36.8035452,35.18872276,0.292964947,35.98450523,32192.588989999997,0.983558994,1034.0,408.0,217.0,445.0,252.0,SS-C271
d,11,2,2,0.0,434.74685250000005,257.4496403,2224.0,173.6812409,54.13844766,52.31062434,0.25765124699999997,53.21357672,25802.06835,0.986252772,2255.0,409.0,231.0,462.0,285.0,SS-C271
d,11,2,0,1.0,383.52182739999995,215.5817259,985.0,114.81118319999999,36.40905473,34.46614245,0.322302989,35.41385254,33101.99695,0.983033932,1002.0,366.0,198.0,402.0,234.0,SS-C271
d,11,2,1,1.0,387.3718338,224.06079029999998,987.0,113.9827561,36.44181805,34.48965323,0.32290717,35.44978746,34620.79027,0.9860139859999999,1001.0,370.0,207.0,406.0,242.0,SS-C271
d,11,2,2,1.0,394.72202999999996,226.67589390000003,867.0,107.9827561,33.95203789,32.52617837,0.286755794,33.22497081,37541.9481,0.9763513509999999,888.0,378.0,210.0,412.0,244.0,SS-C271
d,10,2,0,0.5,433.89682539999995,329.1802721,882.0,108.5685425,34.46762651,32.5860439,0.32588287899999996,33.51115155,32380.80045,0.9810901,899.0,418.0,312.0,451.0,347.0,SS-C242
d,10,2,0,0.0,437.66354309999997,331.9178938,2241.0,174.2670273,55.10599009,51.77975477,0.342166565,53.41656878,25554.9469,0.986355634,2272.0,412.0,305.0,464.0,360.0,SS-C242
d,10,2,1,0.5,397.4230397,307.571152,1033.0,116.5685425,38.04395833,34.57300531,0.417308964,36.26646453,32210.521780000003,0.989463602,1044.0,381.0,289.0,415.0,327.0,SS-C242
d,10,2,1,0.0,437.5047619,336.89122810000003,1995.0,163.4386002,51.35512301,49.47083921,0.26839571100000004,50.39953265,25860.467669999998,0.9866468840000001,2022.0,413.0,312.0,463.0,363.0,SS-C242
d,10,2,2,0.5,424.250797,337.82252919999996,941.0,111.9827561,35.97352246,33.31548285,0.377250586,34.61384711,33496.32625,0.9812304479999999,959.0,408.0,320.0,442.0,356.0,SS-C242
d,10,2,2,0.0,433.7721578,362.33689100000004,2155.0,170.2670273,54.35087385,50.48548094,0.370378909,52.38159237,25804.402319999997,0.9876260309999999,2182.0,409.0,336.0,460.0,390.0,SS-C242
d,10,2,0,1.0,381.99143210000005,318.253366,817.0,103.9827561,33.24888381,31.31034633,0.33646446399999996,32.25270079,45132.197060000006,0.981971154,832.0,366.0,302.0,399.0,335.0,SS-C242
d,10,2,1,1.0,386.31479289999993,326.652071,845.0,105.74011540000001,33.40647307,32.21396605,0.264800873,32.80072279,46034.92663,0.980278422,862.0,370.0,311.0,403.0,344.0,SS-C242
d,10,2,2,1.0,393.900266,329.4507979,752.0,99.74011537,31.68674024,30.22869309,0.29985250399999996,30.94311131,49700.984039999996,0.980443286,767.0,379.0,314.0,410.0,346.0,SS-C242
d,9,2,0,0.5,432.40416669999996,438.02083330000005,960.0,113.15432890000001,35.46425435,34.48863737,0.23294408,34.96154978,30836.111460000004,0.9775967409999999,982.0,415.0,421.0,450.0,456.0,SS-C039
d,9,2,0,0.0,436.7711069,439.2157598,2132.0,171.0954544,52.91169754,51.33329197,0.24242935300000001,52.10131197,25591.47842,0.9815837940000001,2172.0,411.0,413.0,463.0,467.0,SS-C039
d,9,2,1,0.5,396.63731060000003,415.2443182,1056.0,121.05382390000001,36.78579445,36.61184761,0.097133535,36.66798275,31525.53883,0.965265082,1094.0,378.0,397.0,416.0,435.0,SS-C039
d,9,2,1,0.0,436.08948430000004,444.7199191000001,1978.0,165.0954544,50.69180472,49.72074856,0.194795279,50.18433839,26062.59555,0.980664353,2017.0,411.0,419.0,462.0,471.0,SS-C039
d,9,2,2,0.5,425.6837438,446.68571430000003,1015.0,118.22539669999999,37.4304728,34.58698886,0.382312927,35.94910483,31110.03645,0.975024015,1041.0,407.0,429.0,445.0,464.0,SS-C039
d,9,2,2,0.0,430.8841493,469.7285507,2063.0,168.2670273,52.86838602,49.71912943,0.33998145399999996,51.25127492,26218.09695,0.9823809520000001,2100.0,405.0,444.0,457.0,496.0,SS-C039
d,9,2,0,1.0,374.3164557,425.33670889999996,395.0,78.66904756,26.01075208,19.84762707,0.646333891,22.426092399999998,52037.55696,0.931603774,424.0,365.0,412.0,386.0,439.0,SS-C039
d,9,2,1,1.0,,,,,,,,,,,,,,,,SS-C039
d,9,2,2,1.0,395.47136560000007,430.3744493,227.0,61.9411255,22.65040178,13.21851788,0.812049421,17.00074636,55416.31718,0.90438247,251.0,385.0,422.0,406.0,439.0,SS-C039
d,8,2,0,0.5,430.0,541.9231547,989.0,115.3969696,36.2309774,34.78058269,0.280109334,35.48568598,30812.283110000004,0.976307996,1013.0,413.0,524.0,448.0,561.0,SS-C036
d,8,2,0,0.0,434.33286519999996,545.3675093999999,2136.0,171.6812409,53.32232371,51.02193591,0.290553253,52.150164600000004,25507.661519999998,0.981166743,2177.0,408.0,519.0,461.0,572.0,SS-C036
d,8,2,1,0.5,394.49686099999997,521.6179371999999,1115.0,121.05382390000001,38.21078578,37.20297203,0.228154722,37.67840353,30608.136319999998,0.985853227,1131.0,376.0,503.0,414.0,541.0,SS-C036
d,8,2,1,0.0,434.6128405,549.7368677000001,2056.0,167.0954544,52.07326174,50.29057255,0.259415729,51.16425025,26037.30691,0.98467433,2088.0,409.0,524.0,461.0,576.0,SS-C036
d,8,2,2,0.5,421.3668529,551.6387337,1074.0,122.22539669999999,37.31704698,36.69707181,0.181525302,36.97917348,30716.53259,0.976363636,1100.0,403.0,534.0,441.0,571.0,SS-C036
d,8,2,2,0.0,429.3728489,575.7404397999999,2092.0,168.2670273,54.223299499999996,49.15799672,0.422024585,51.61024247,26174.865680000003,0.9863272040000001,2121.0,404.0,550.0,455.0,603.0,SS-C036
d,8,2,0,1.0,,,,,,,,,,,,,,,,SS-C036
d,8,2,1,1.0,,,,,,,,,,,,,,,,SS-C036
d,8,2,2,1.0,390.7090164,542.9084699,732.0,105.63961029999999,31.39781215,29.83030464,0.312018884,30.52886088,55241.394810000005,0.956862745,765.0,375.0,528.0,407.0,559.0,SS-C036
d,7,2,0,0.5,428.82245989999996,649.4021389999999,935.0,113.05382390000001,34.87874681,34.15987043,0.201981818,34.50331831,38137.52193,0.9770114940000001,957.0,412.0,632.0,447.0,668.0,SS-C033
d,7,2,0,0.0,433.6175381,652.3445862000001,2429.0,181.6812409,56.35768694,54.88156193,0.227372236,55.61203875,25912.38493,0.9877999190000001,2459.0,407.0,625.0,462.0,681.0,SS-C033
d,7,2,1,0.5,394.77755310000003,628.5652173999999,989.0,114.81118319999999,35.86753467,35.158012799999995,0.197919535,35.48568598,40152.657230000004,0.9821251240000001,1007.0,377.0,611.0,413.0,647.0,SS-C033
d,7,2,1,0.0,434.42366069999997,657.0825892999999,2240.0,174.2670273,53.76294534,53.05812622,0.161392835,53.40464942,26461.41429,0.9867841409999999,2270.0,408.0,631.0,461.0,685.0,SS-C033
d,7,2,2,0.5,420.8584521000001,658.3615071,982.0,113.9827561,35.5743016,35.1703515,0.15027069199999998,35.35988169,39404.56517,0.982982983,999.0,404.0,641.0,439.0,677.0,SS-C033
d,7,2,2,0.0,428.83299139999997,681.6647517000001,2437.0,181.9238816,58.30834483,53.23044626,0.40815419399999997,55.70354361,26585.45589,0.9850444620000001,2474.0,402.0,654.0,457.0,711.0,SS-C033
d,7,2,0,1.0,,,,,,,,,,,,,,,,SS-C033
d,7,2,1,1.0,,,,,,,,,,,,,,,,SS-C033
d,7,2,2,1.0,391.3297151,650.4084125,737.0,123.05382390000001,33.33452379,29.8616387,0.444422773,30.63294867,55572.312079999996,0.885817308,832.0,376.0,635.0,407.0,667.0,SS-C033
d,6,2,0,0.5,431.29798519999997,753.5599152000001,943.0,114.81118319999999,36.46473013,33.062893800000005,0.421757095,34.65061169,32457.251330000003,0.970164609,972.0,414.0,736.0,449.0,772.0,SS-C031_cor
d,6,2,0,0.0,435.7092013999999,756.1527778,2304.0,183.9238816,56.54893842,52.05037066,0.390864482,54.16220002,25874.9822,0.96928902,2377.0,410.0,728.0,463.0,784.0,SS-C031_cor
d,6,2,1,0.5,397.9357885,731.6364495,1059.0,122.81118319999999,38.71259196,34.92829115,0.431221166,36.72003102,31872.475919999997,0.9653600729999999,1097.0,381.0,713.0,416.0,752.0,SS-C031_cor
d,6,2,1,0.0,436.33333330000005,761.277703,2229.0,179.33809509999998,54.11745737,52.56913439,0.237491635,53.27336056,26197.99865,0.970396169,2297.0,410.0,735.0,464.0,790.0,SS-C031_cor
d,6,2,2,0.5,422.9863636,762.5863636,1100.0,124.22539669999999,38.17698976,36.73861794,0.27190679100000004,37.42410319,31302.52727,0.970017637,1134.0,405.0,744.0,442.0,782.0,SS-C031_cor
d,6,2,2,0.0,429.79893480000004,786.6750999,2253.0,180.7523087,56.50514645,50.92573947,0.43328194700000006,53.55939408,26426.46294,0.969866552,2323.0,404.0,759.0,457.0,816.0,SS-C031_cor
d,6,2,0,1.0,,,,,,,,,,,,,,,,SS-C031_cor
d,6,2,1,1.0,,,,,,,,,,,,,,,,SS-C031_cor
d,6,2,2,1.0,394.13565889999995,756.8100775,258.0,67.254834,20.73157462,16.61502072,0.59808116,18.12445317,55591.1938,0.895833333,288.0,384.0,747.0,404.0,769.0,SS-C031_cor
d,5,2,0,0.5,430.22880369999996,863.0882695,861.0,106.3259018,33.35050368,32.86800012,0.16948745,33.10980592,40127.14518,0.982876712,876.0,414.0,847.0,447.0,880.0,SS-C029_cor
d,5,2,0,0.0,433.2696759,865.1458332999998,2592.0,187.9238816,57.963912699999995,56.93939344,0.18718396,57.44768838,25989.33372,0.986676818,2627.0,405.0,837.0,462.0,895.0,SS-C029_cor
d,5,2,1,0.5,397.7988372,841.7593023000001,860.0,106.5685425,33.47686682,32.7265532,0.210531373,33.0905728,42970.18372,0.9873708379999999,871.0,382.0,825.0,415.0,859.0,SS-C029_cor
d,5,2,1,0.0,434.6423358,868.6836983,2466.0,182.7523087,56.35677405,55.72505631,0.14930798,56.03399609,26459.27534,0.9852177390000001,2503.0,407.0,841.0,464.0,897.0,SS-C029_cor
d,5,2,2,0.5,422.36069360000005,872.2578035,865.0,107.74011540000001,33.52866145,32.85996809,0.198721173,33.18662692,43122.95723,0.979614949,883.0,406.0,856.0,439.0,890.0,SS-C029_cor
d,5,2,2,0.0,428.2286807,894.1055448999999,2615.0,188.40916289999998,60.35630386,55.18147279,0.40512351799999996,57.70200525,26529.62868,0.987164968,2649.0,400.0,865.0,458.0,924.0,SS-C029_cor
d,5,2,0,1.0,,,,,,,,,,,,,,,,SS-C029_cor
d,5,2,1,1.0,,,,,,,,,,,,,,,,SS-C029_cor
d,5,2,2,1.0,391.9699864,861.0477490000001,733.0,99.15432893,31.16354067,29.97520171,0.273515299,30.54970681,55266.35607,0.981258367,747.0,377.0,846.0,408.0,877.0,SS-C029_cor
d,4,2,0,0.5,429.2959805,968.0633374,821.0,115.05382390000001,34.63114856,30.67788177,0.463978423,32.33155836,42517.89769,0.930839002,882.0,412.0,952.0,447.0,985.0,SS-B930
d,4,2,0,0.0,437.06730139999996,970.9678267,3046.0,207.4802307,64.52221136,60.24405988,0.358069585,62.27589946,25997.83093,0.97534422,3123.0,406.0,940.0,469.0,1003.0,SS-B930
d,4,2,1,0.5,399.84745760000004,945.6336375,767.0,163.33809509999998,35.15578985,33.9981843,0.25450247600000003,31.25019569,42835.4485,0.8522222220000001,900.0,383.0,930.0,417.0,964.0,SS-B930
d,4,2,1,0.0,438.7470631,975.0569016000001,2724.0,194.16652219999997,60.99987743,56.91693216,0.359704339,58.89231291,26763.24816,0.9809146559999999,2777.0,410.0,946.0,469.0,1005.0,SS-B930
d,4,2,2,0.5,433.8,970.5488372000001,215.0,63.59797975,23.75485581,12.46225237,0.851337032,16.5452864,43139.51163,0.9071729959999999,237.0,426.0,960.0,442.0,983.0,SS-B930
d,4,2,2,0.0,431.9932791,1000.673859,2827.0,198.40916289999998,60.95505273,59.11736139999999,0.243695883,59.99540143,26923.36788,0.977862331,2891.0,402.0,971.0,463.0,1032.0,SS-B930
d,4,2,0,1.0,,,,,,,,,,,,,,,,SS-B930
d,4,2,1,1.0,,,,,,,,,,,,,,,,SS-B930
d,4,2,2,1.0,,,,,,,,,,,,,,,,SS-B930
d,3,2,0,0.5,427.57780319999995,1075.286041,874.0,107.9827561,33.58234951,33.15066044,0.159825035,33.35882735,32017.033180000002,0.9831271090000001,889.0,411.0,1059.0,445.0,1093.0,SS-B929
d,3,2,0,0.0,436.42286839999997,1077.071957,2029.0,164.85281369999998,52.45168468,49.26753851,0.34311410700000006,50.82718796,25510.005419999998,0.989756098,2050.0,411.0,1053.0,463.0,1103.0,SS-B929
d,3,2,1,0.5,399.9348534,1052.714441,921.0,110.5685425,34.83539234,33.66866283,0.256638924,34.24403044,33311.23018,0.98608137,934.0,383.0,1036.0,418.0,1070.0,SS-B929
d,3,2,1,0.0,438.16916,1081.910817,1738.0,152.36753240000002,47.63404371,46.46124765,0.220535112,47.04136827,25675.54028,0.986939239,1761.0,415.0,1059.0,462.0,1106.0,SS-B929
d,3,2,2,0.5,424.42105260000005,1083.910526,950.0,111.74011540000001,36.29651395,33.33079026,0.39590429899999996,34.77898169,32047.76421,0.986500519,963.0,407.0,1068.0,443.0,1101.0,SS-B929
d,3,2,2,0.0,428.8522989,1107.535057,1740.0,152.02438659999999,48.11520086,46.06679429,0.288675362,47.06842687,25804.81839,0.9891984079999999,1759.0,406.0,1084.0,453.0,1132.0,SS-B929
d,3,2,0,1.0,382.66548880000005,1066.113074,849.0,105.74011540000001,33.10903165,32.65484499,0.165068578,32.87826597,42982.248530000004,0.9826388890000001,864.0,367.0,1050.0,400.0,1083.0,SS-B929
d,3,2,1,1.0,389.28457139999995,1073.163429,875.0,107.15432890000001,33.95787421,32.80963752,0.257844464,33.37790589,43052.30743,0.986471251,887.0,373.0,1057.0,407.0,1090.0,SS-B929
d,3,2,2,1.0,396.5,1076.286585,820.0,104.5685425,32.97347581,31.67120242,0.278261258,32.31186201,48465.99268,0.982035928,835.0,380.0,1061.0,414.0,1093.0,SS-B929
d,2,2,0,0.5,427.3229643,1182.235133,1093.0,120.81118319999999,37.72328313,36.89538703,0.208354166,37.30483645,30418.20403,0.9829136690000001,1112.0,409.0,1164.0,447.0,1201.0,SS-B887_cor
d,2,2,0,0.0,435.5329693,1184.6341869999999,2381.0,179.0954544,55.90889921,54.230406200000004,0.243192398,55.05981616,25652.83074,0.987966805,2410.0,408.0,1158.0,464.0,1212.0,SS-B887_cor
d,2,2,1,0.5,399.2387387,1160.8657660000001,1110.0,122.22539669999999,37.86690431,37.33380014,0.167208054,37.59382788,30423.3036,0.980565371,1132.0,381.0,1142.0,419.0,1180.0,SS-B887_cor
d,2,2,1,0.0,439.1349016,1189.4685550000002,2083.0,168.2670273,52.647234499999996,50.39237415,0.289525194,51.49910651,26273.0168,0.983939537,2117.0,413.0,1165.0,466.0,1216.0,SS-B887_cor
d,2,2,2,0.5,423.63941869999996,1191.059946,1101.0,120.81118319999999,37.78252242,37.10362867,0.188716863,37.44111028,30180.13442,0.984794275,1118.0,405.0,1173.0,443.0,1210.0,SS-B887_cor
d,2,2,2,0.0,430.8965683999999,1214.481392,2069.0,166.85281369999998,51.92711691,50.73784292,0.212793261,51.32575005,26426.38134,0.9866475920000001,2097.0,406.0,1189.0,457.0,1241.0,SS-B887_cor
d,2,2,0,1.0,384.2897959,1172.132653,980.0,114.81118319999999,36.38546333,34.32508671,0.331732105,35.32385531,30514.42755,0.983935743,996.0,367.0,1155.0,404.0,1190.0,SS-B887_cor
d,2,2,1,1.0,389.6728395,1179.625514,972.0,113.15432890000001,36.24873161,34.14275037,0.335888,35.17938086,31700.87243,0.9848024320000001,987.0,372.0,1163.0,408.0,1197.0,SS-B887_cor
d,2,2,2,1.0,395.70052910000004,1183.9386240000001,945.0,111.3969696,34.99371606,34.40465215,0.182711454,34.68733731,32920.53016,0.98540146,959.0,379.0,1167.0,414.0,1202.0,SS-B887_cor
e,11,2,0,0.5,539.9803312999999,227.06521740000002,966.0,112.5685425,35.24861273,34.89011709,0.14225870699999998,35.07063444,34989.87267,0.985714286,980.0,523.0,210.0,558.0,245.0,SS-B872
e,11,2,0,0.0,541.75,227.8447826,2300.0,176.509668,54.65422319,53.59295841,0.19610851399999998,54.11516379999999,24927.737830000002,0.985010707,2335.0,515.0,201.0,569.0,256.0,SS-B872
e,11,2,1,0.5,501.98792760000003,203.63782700000002,994.0,114.5685425,35.90741822,35.24334688,0.191431312,35.57527382,37200.45473,0.984158416,1010.0,485.0,186.0,520.0,222.0,SS-B872
e,11,2,1,0.0,542.3599045,232.9875895,2095.0,166.85281369999998,51.82006114,51.48430813,0.113650507,51.64723464,25644.83437,0.989140699,2118.0,517.0,208.0,569.0,259.0,SS-B872
e,11,2,2,0.5,530.3691345,234.6485923,959.0,112.5685425,35.17544225,34.72316370000001,0.159844495,34.94333589,35783.07404,0.987641607,971.0,513.0,218.0,548.0,253.0,SS-B872
e,11,2,2,0.0,536.425483,259.2207912,2174.0,170.85281369999998,52.79833293,52.42958974,0.11797970099999999,52.61200215,26175.53496,0.987732849,2201.0,511.0,233.0,563.0,286.0,SS-B872
e,11,2,0,1.0,484.71851849999996,214.2074074,810.0,102.9116882,32.13596633,32.09600136,0.04985675,32.11423409,47502.22593,0.98540146,822.0,469.0,199.0,501.0,231.0,SS-B872
e,11,2,1,1.0,491.455711,223.1177156,858.0,106.5685425,33.24395913,32.87092191,0.149387051,33.052073,48364.11888,0.9816933640000001,874.0,475.0,207.0,509.0,240.0,SS-B872
e,11,2,2,1.0,495.77038899999997,225.35633629999998,797.0,104.3259018,32.29013293,31.43754273,0.228278167,31.85548488,52198.7478,0.97195122,820.0,480.0,210.0,513.0,242.0,SS-B872
e,10,2,0,0.5,540.1219251,331.31764710000004,935.0,116.4680374,35.56564743,33.60424543,0.327499876,34.50331831,34777.28128,0.961934156,972.0,523.0,314.0,559.0,349.0,SS-B869
e,10,2,0,0.0,544.9384191,333.5298713,2176.0,171.6812409,53.74645091,51.60748296,0.279304367,52.63619714,25014.90349,0.983280615,2213.0,519.0,308.0,572.0,361.0,SS-B869
e,10,2,1,0.5,504.62202379999997,308.0079365,1008.0,118.4680374,37.17130028,34.58678458,0.366367764,35.82492793,34883.51488,0.9710982659999999,1038.0,487.0,290.0,524.0,327.0,SS-B869
e,10,2,1,0.0,544.5678889999999,337.4796829,2018.0,166.509668,52.29175104,49.20789677,0.33833428299999996,50.68922372,25682.46531,0.982473223,2054.0,519.0,312.0,571.0,364.0,SS-B869
